smiles,pathways,superclasses,classes,class_results,superclass_results,pathway_results,isglycoside
COc1cc(C(O)C(CO)Oc2c(OC)cc(C3OCC4C(c5ccc(O)c(OC)c5)OCC34)cc2OC)ccc1O,['Shikimates and Phenylpropanoids'],['Lignans'],['Neolignans'],['Furofuranoid lignans'],['Lignans'],['Shikimates and Phenylpropanoids'],False
CCCC(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
O=CC(O)C(O)C(CO)OC1OCC(OC2OCC(OC3OCC(OC4OCC(OC5OCC(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O,['Carbohydrates'],['Saccharides'],['Polysaccharides'],['Disaccharides'],['Saccharides'],['Carbohydrates'],True
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H]1C(C)=CCCC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
Cc1oc2nc1C(=O)NCc1nc(cs1)C(=O)NC(CCS(C)=O)c1nc(cs1)C(=O)NC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
C=C1C2C(CC3C4=CC=C5CC(OC(C)=O)CCC5(C)C4CCC32C)OC12CCC(C)CO2,['Terpenoids'],['Steroids'],['Spirostane steroids'],['Cholestane steroids'],['Steroids'],['Terpenoids'],False
CC=C(C)c1c(Cl)c(OC)c(C)c2c1Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
Cc1cc2c(c3c1C(=O)Oc1c(C)c4c(c(O)c1O3)C(=O)OC4)CO2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COC1=CC2C(=CC1=O)C=CN=C2Cc1ccc(O)c(OC)c1,['Alkaloids'],['Tyrosine alkaloids'],['Tetrahydroisoquinoline alkaloids'],['Isoquinoline alkaloids'],['Tyrosine alkaloids'],['Alkaloids'],False
CCC(CCC(C)C1C(O)C(O)C2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C)C(C)(O)COS(=O)(=O)O,['Terpenoids'],['Steroids'],['Stigmastane steroids'],['Cholestane steroids'],['Steroids'],['Terpenoids'],False
COc1c(C(O)CC(C)C)ccc2c1Oc1c(O)cc(C)cc1COC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCC(O)CC1(O)OC(CC(O)C(O)C(O)C(O)C(O)CC(O)CC(O)CC(O)C(C)C(O)C(C)C(O)CC(O)C(C)C(O)C(C)C(O)C(C)C(O)C(O)CC(C)CC(C)C=C(C)C(O)=C2C(=O)C(C)N(C)C2=O)C(O)C(O)C1O,['Polyketides'],['Linear polyketides'],['Open-chain polyketides'],['3-acyl tetramic acids'],['Linear polyketides'],"['Amino acids and Peptides', 'Polyketides']",True
C=CC(O)(CCC(C)(O)C1CCC(C2=CC(O)C3CC(O)CCC3(C)C2=O)C1(C)CCO)C(C)C,['Terpenoids'],['Steroids'],['Cholestane steroids'],"['Ergostane steroids', 'Stigmastane steroids']",['Steroids'],['Terpenoids'],False
CCC(C)C(NC(=O)C(O)Cc1ccc(O)cc1)C(=O)NC(CCO)C(=O)NC1C(=O)NC(CCO)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)NC1C(=O)NC(CC2C=CC(O)CC2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C)C(=O)O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(O)c1C,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCC(=O)NC(CC(C)C)C(CCC(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C)C(=O)O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1C(C)=C(O)C(=O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-ε)']","['Carotenoids (C40, ε-ε)']",['Carotenoids (C40)'],['Terpenoids'],False
COCC1OC(OC2OCC3OC4(OC3C2OC(=O)C(C)C)OC(C)C(O)(C(C)=O)C2OCOC24)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(O)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3C(C)O2)C1O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
CCCCC[C@@H]1[C@H]2C(=O)OC(=O)[C@@]23CCC12C(=O)OC(=O)[C@@H]2C[C@H](C)[C@H]3O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCC(=O)NC(CCC(N)=O)C(=O)N1CC(C)C2OC(=O)C(C(C)CC)NC(=O)C(Cc3ccc(O)cc3)N(C)C(=O)C(C(C)CC)N3C(=O)C(CCC3O)NC(=O)C(CC(C)C)NC(=O)C21,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC[C@H]1O[C@@H](O[C@@H]2OC[C@@H]3O[C@]4(O[C@H]3[C@H]2OC(C)=O)O[C@H](C)[C@@](O)(C(C)=O)[C@@H]2OCO[C@H]24)[C@@H](OC)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@H](OC)[C@H](O[C@H]2C[C@@]3(C)OC4(C[C@@H](O)[C@H](O[C@H]5C[C@@H](O)[C@H](OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)[C@@H](C)O5)[C@@H](C)O4)O[C@@H]3[C@@H](C)O2)[C@H]1O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
C=C1CCC(C(C)C)C(Cc2ccoc2)C1,['Terpenoids'],['Sesquiterpenoids'],['Humbertiane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
O=C(O)CCCC#CCO,['Fatty acids'],['Fatty Acids and Conjugates'],['Hydroxy fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C1C(O)C23CCC4C(C(=O)O)CC(OC5OC(CO)C(OC6OC(C)C(O)C(O)C6O)C(OC(=O)CC(O)c6ccccc6)C5OC(=O)CC(C)C)CC4(C)C2CCC1(O)C3,['Terpenoids'],['Diterpenoids'],['Norkaurane diterpenoids'],['Kaurane and Phyllocladane diterpenoids'],['Diterpenoids'],['Terpenoids'],True
CC=C1NC(=O)C(NC(=O)C(NC(=O)C(COS(=O)(=O)[O-])OC)C(C)C)C(C)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=C(C)C1CCC2(C)C3CCC(C)C3C12,['Terpenoids'],['Sesquiterpenoids'],['Bourbonane sesquiterpenoids'],['Copaane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c(C(=O)O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(OC)c(Cl)c2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCc1cc(OC(=O)c2c(O)cc(O)cc2CCCCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC(C)C1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C1OC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)C(C2=O)N(Cc2ccccc2)C(=O)N(C)C(CCc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2OC)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(O)CO)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCc2ccc(O)cc2)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCC(Br)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
O=C(O)CCCC#C/C=C/C=C/CC/C=C(Br)\C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
Cc1cc(O)cc(OC(=O)c2c(C)cc(O)cc2O)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)CCCCCCCCCCBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCC(=O)NNC(CCC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(O)CO)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(C)=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,['Fatty acids'],['Glycerophospholipids'],['Glycerophosphoethanolamines'],['Glycerophosphoinositols'],['Glycerophospholipids'],['Fatty acids'],False
CC1(C)CCC2(C)CC3CC(=O)C(CO)=C3C12,['Terpenoids'],['Sesquiterpenoids'],['Capnellane sesquiterpenoids'],['Sterpurane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCC1NC(=O)c2csc(n2)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C(C)C)OC(=O)C1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=C(C=O)C1C(=O)CCC2=CCCC(C)C21C,['Terpenoids'],['Sesquiterpenoids'],['Nardosinane sesquiterpenoids'],['Eremophilane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC=C1NC(=O)C(NC(=O)C(NC(=O)C(COS(=O)(=O)[O-])OC)C(C)CC)C(C)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCC1NC(=O)c2csc(n2)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C)OC(=O)C1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCc1cc(OC(=O)c2c(O)cc(OC)cc2CCC)cc(OC(=O)c2c(O)cc(O)cc2CCCCC)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCC/C(Br)=C/C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCC(C(=O)O)=C(Br)Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(C)cc(OC)cc1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
Cc1cccc2c1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,['Terpenoids'],['Triterpenoids'],['Gammacerane triterpenoids'],['Hopane and Moretane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
Cc1cc(O)cc(O)c1C(=O)Oc1cc(C)c(C(=O)Oc2c(O)cc(C)c(C(=O)O)c2O)c(O)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COc1cc2c(cc1O)[C@]1(Cc3ccc4c(c3C1=O)OCO4)N(C)CC2,['Alkaloids'],['Tyrosine alkaloids'],['Isoquinoline alkaloids'],['Aporphine alkaloids'],['Tyrosine alkaloids'],['Alkaloids'],False
CCCC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC=C1NC(=O)C(NC(=O)C(NC(=O)C(COS(=O)(=O)[O-])OC)C(C)CC)C(C)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCc1cc(OC(=O)c2c(O)cc(OC)cc2CCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC1=C(C)C2CC(=O)c3cc(O)c(O)cc3C2(C)CC1,['Terpenoids'],['Diterpenoids'],['Podocarpane diterpenoids'],['Abeoabietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
Cc1c2c(cc3c1C(=O)CC(C)(C)O3)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCc1cc(OC(=O)c2c(O)cc(O)cc2CCCCC)cc(OC(=O)c2c(O)cc(O)cc2CCCCC)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
O=C(O)CCCCCCC/C=C\CCCCCCCCCCF,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C(C)C(C=CC(C)C1CCC2C3=CCC4CC(OC(=O)CCCCCCCCCCCCCCCCCC)CCC4(C)C3CCC21C)CC,['Terpenoids'],['Steroids'],['Stigmastane steroids'],['Ergostane steroids'],['Steroids'],['Terpenoids'],False
O=C(O)CCCCCCC1C=CCC1,['Fatty acids'],['Fatty Acids and Conjugates'],['Unsaturated fatty acids'],['Carbocyclic fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)C(O)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccc(OC)cc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)c1c(C)c(C)c(OC(=O)c2c(C)c(C=O)c(O)c(C=O)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COC(=O)C1c2ccoc2CC2C1C(OC(C)=O)CC1(O)C(C)(C)CCC(OC(C)=O)C21C,['Terpenoids'],['Diterpenoids'],['Norpimarane and Norisopimarane diterpenoids'],['Cassane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
C=C1C(=O)OC2C1CC=C1CC(C)(CCC1OO)C2O,['Terpenoids'],['Sesquiterpenoids'],['Cyclogermacrane sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(C)=C1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CCC(=O)C(C)(C)C3CC[C@]21C,['Terpenoids'],['Triterpenoids'],['Hopane and Moretane triterpenoids'],['Dammarane and Protostane triterpenoids'],['Triterpenoids'],['Terpenoids'],False
C=C1C(=O)O[C@H](CCCCCCCCCCCCC[C@@H](C)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)[C@H]1C(=O)O,['Fatty acids'],['Fatty acyls'],['Paraconic acids and derivatives'],['Resin glycosides'],['Fatty acyls'],['Fatty acids'],True
CCCCCCC(=O)c1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)c1c(C)c(C)c(OC(=O)c2c(C)c(C)c(O)c(CO)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCCC=CC=CC1CCCC2CCC(OC(C)=O)C(C)N12,['Alkaloids'],['Lysine alkaloids'],['Quinolizidine alkaloids'],['Piperidine alkaloids'],['Lysine alkaloids'],['Alkaloids'],False
Cc1cc(O)c(C=O)c(O)c1C(=O)OCc1cc(O)c(C=O)c(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
O=C(c1cnc2ccccc2c1)c1nc2ccccc2c(=O)[nH]1,['Alkaloids'],['Anthranilic acid alkaloids'],['Quinoline alkaloids'],['Quinazoline alkaloids'],['Anthranilic acid alkaloids'],['Alkaloids'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
C=C(CC/C=C/C=C/CC(C)C)C[C@@H](C)C/C(C)=C/C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Branched fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
O=C(O)CCCCCCCCC/C=C\CCCCCCCCF,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
